level,source,target,journal
citation 4,Environmental Pollution,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 4,Environmental Pollution,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 4,Environmental Pollution,POLISH JOURNAL OF CHEMICAL TECHNOLOGY,Polish Journal Of Chemical Technology
citation 4,Environmental Pollution,ECOTOXICOLOGY,Ecotoxicology
citation 4,Environmental Pollution,JOURNAL OF EXPERIMENTAL BIOLOGY,Journal Of Experimental Biology
citation 4,Environmental Pollution,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 4,Environmental Pollution,ECOTOXICOLOGY,Ecotoxicology
citation 4,Environmental Pollution,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 4,Environmental Pollution,CHEMOSPHERE,Chemosphere
citation 4,Environmental Pollution,BIULETYN WYDZIALU FARMACEUTYCZNEGO WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO,Biuletyn Wydzialu Farmaceutycznego Warszawskiego Uniwersytetu Medycznego
citation 4,Environmental Pollution,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 4,Environmental Pollution,SCIENTIFIC REPORTS,Scientific Reports
citation 4,Environmental Pollution,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology
citation 4,Environmental Pollution,CHEMOSPHERE,Chemosphere
citation 4,Environmental Pollution,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 4,Environmental Pollution,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 4,Environmental Pollution,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 4,Environmental Pollution,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 4,Environmental Pollution,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 4,Environmental Pollution,FREE RADICAL RESEARCH,Free Radical Research
citation 4,Environmental Pollution,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 4,Environmental Pollution,WATER RESEARCH,Water Research
citation 4,Environmental Pollution,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology
citation 4,Environmental Pollution,JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS,Journal Of Pharmaceutical And Biomedical Analysis
citation 4,Environmental Pollution,TOXICS,Toxics
citation 4,Environmental Pollution,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 4,Environmental Pollution,BEHAVIOURAL BRAIN RESEARCH,Behavioural Brain Research
citation 4,Environmental Pollution,ACTA PAEDIATRICA,Acta Paediatrica
citation 4,Environmental Pollution,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 4,Environmental Pollution,CHEMOSPHERE,Chemosphere
citation 4,Environmental Pollution,JOURNAL OF EXPERIMENTAL BIOLOGY,Journal Of Experimental Biology
citation 4,Environmental Pollution,MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,Marine And Freshwater Behaviour And Physiology
citation 4,Environmental Pollution,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,Applied Microbiology And Biotechnology
citation 40,Plos One,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,Archives Of Environmental Contamination And Toxicology
citation 40,Plos One,ECOLOGICAL MODELLING,Ecological Modelling
citation 40,Plos One,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 40,Plos One,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 40,Plos One,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 40,Plos One,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 40,Plos One,INTEGRATIVE AND COMPARATIVE BIOLOGY,Integrative And Comparative Biology
citation 40,Plos One,JOURNAL OF APPLIED TOXICOLOGY,Journal Of Applied Toxicology
citation 40,Plos One,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 41,Behavioral Ecology And Sociobiology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 41,Behavioral Ecology And Sociobiology,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 41,Behavioral Ecology And Sociobiology,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,Progress In Neuro-Psychopharmacology & Biological Psychiatry
citation 41,Behavioral Ecology And Sociobiology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 41,Behavioral Ecology And Sociobiology,JOURNAL OF FISH BIOLOGY,Journal Of Fish Biology
citation 41,Behavioral Ecology And Sociobiology,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 41,Behavioral Ecology And Sociobiology,CHEMOSPHERE,Chemosphere
citation 41,Behavioral Ecology And Sociobiology,PHYSIOLOGY & BEHAVIOR,Physiology & Behavior
citation 41,Behavioral Ecology And Sociobiology,ECOTOXICOLOGY,Ecotoxicology
citation 42,Environmental Science & Technology,INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,International Journal Of Environmental Analytical Chemistry
citation 42,Environmental Science & Technology,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 42,Environmental Science & Technology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 42,Environmental Science & Technology,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 42,Environmental Science & Technology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 42,Environmental Science & Technology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 42,Environmental Science & Technology,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 42,Environmental Science & Technology,BIOLOGY LETTERS,Biology Letters
citation 43,Science Of The Total Environment,JOURNAL OF HAZARDOUS MATERIALS,Journal Of Hazardous Materials
citation 43,Science Of The Total Environment,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 43,Science Of The Total Environment,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 43,Science Of The Total Environment,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 43,Science Of The Total Environment,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 43,Science Of The Total Environment,BIOLOGY LETTERS,Biology Letters
citation 43,Science Of The Total Environment,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 43,Science Of The Total Environment,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 44,Plos One,ANALYTICAL AND BIOANALYTICAL CHEMISTRY,Analytical And Bioanalytical Chemistry
citation 44,Plos One,INTERNATIONAL JOURNAL OF RECYCLING OF ORGANIC WASTE IN AGRICULTURE,International Journal Of Recycling Of Organic Waste In Agriculture
citation 44,Plos One,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 44,Plos One,PLOS ONE,Plos One
citation 44,Plos One,ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,Arquivo Brasileiro De Medicina Veterinaria E Zootecnia
citation 44,Plos One,PEERJ,Peerj
citation 44,Plos One,RSC ADVANCES,Rsc Advances
citation 44,Plos One,EMERGING POLLUTANTS AND THEIR EFFECTS ON MARINE ECOSYSTEMS,Emerging Pollutants And Their Effects On Marine Ecosystems
citation 45,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 45,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 45,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 45,Aquatic Toxicology,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 45,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 45,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 45,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 45,Aquatic Toxicology,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 46,Ecotoxicology,EUROPEAN JOURNAL OF CLINICAL PHARMACOLOGY,European Journal Of Clinical Pharmacology
citation 46,Ecotoxicology,PEERJ,Peerj
citation 46,Ecotoxicology,CHEMOSPHERE,Chemosphere
citation 46,Ecotoxicology,JOURNAL OF EXPERIMENTAL BIOLOGY,Journal Of Experimental Biology
citation 46,Ecotoxicology,WATER AIR AND SOIL POLLUTION,Water Air And Soil Pollution
citation 46,Ecotoxicology,PLOS ONE,Plos One
citation 46,Ecotoxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 46,Ecotoxicology,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 47,Chemosphere,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,Bulletin Of Environmental Contamination And Toxicology
citation 47,Chemosphere,CHEMOSPHERE,Chemosphere
citation 47,Chemosphere,JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,Journal Of Comparative Physiology A-Neuroethology Sensory Neural And Behavioral Physiology
citation 47,Chemosphere,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 47,Chemosphere,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 47,Chemosphere,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 47,Chemosphere,JOURNAL OF SHELLFISH RESEARCH,Journal Of Shellfish Research
citation 47,Chemosphere,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 48,Science Of The Total Environment,ECOHYDROLOGY,Ecohydrology
citation 48,Science Of The Total Environment,WASTE MANAGEMENT,Waste Management
citation 48,Science Of The Total Environment,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 48,Science Of The Total Environment,JOURNAL OF ENVIRONMENTAL QUALITY,Journal Of Environmental Quality
citation 48,Science Of The Total Environment,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Journal Of Environmental Management
citation 48,Science Of The Total Environment,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 48,Science Of The Total Environment,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 48,Science Of The Total Environment,JOURNAL OF HAZARDOUS MATERIALS,Journal Of Hazardous Materials
citation 49,Environmental Management,EARTHS FUTURE,Earths Future
citation 49,Environmental Management,NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,North American Journal Of Fisheries Management
citation 49,Environmental Management,ECOLOGICAL APPLICATIONS,Ecological Applications
citation 49,Environmental Management,ECOHYDROLOGY,Ecohydrology
citation 49,Environmental Management,WATER RESOURCES RESEARCH,Water Resources Research
citation 49,Environmental Management,ECOSPHERE,Ecosphere
citation 49,Environmental Management,ENVIRONMENTAL MANAGEMENT,Environmental Management
citation 49,Environmental Management,FRESHWATER SCIENCE,Freshwater Science
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 5,Environmental Toxicology And Chemistry,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 5,Environmental Toxicology And Chemistry,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 5,Environmental Toxicology And Chemistry,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 5,Environmental Toxicology And Chemistry,PLOS ONE,Plos One
citation 5,Environmental Toxicology And Chemistry,BMJ OPEN,Bmj Open
citation 5,Environmental Toxicology And Chemistry,AIMS ENVIRONMENTAL SCIENCE,Aims Environmental Science
citation 5,Environmental Toxicology And Chemistry,JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY,Journal Of Thermal Analysis And Calorimetry
citation 5,Environmental Toxicology And Chemistry,ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,Arquivo Brasileiro De Medicina Veterinaria E Zootecnia
citation 5,Environmental Toxicology And Chemistry,PEERJ,Peerj
citation 5,Environmental Toxicology And Chemistry,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,Journal Of Chemical Technology And Biotechnology
citation 5,Environmental Toxicology And Chemistry,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 5,Environmental Toxicology And Chemistry,WATER,Water
citation 5,Environmental Toxicology And Chemistry,FRONTIERS IN ENVIRONMENTAL SCIENCE,Frontiers In Environmental Science
citation 5,Environmental Toxicology And Chemistry,JOURNAL OF HAZARDOUS MATERIALS,Journal Of Hazardous Materials
citation 5,Environmental Toxicology And Chemistry,CHEMOSPHERE,Chemosphere
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL SCIENCES EUROPE,Environmental Sciences Europe
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS,Environmental Science-Processes & Impacts
citation 5,Environmental Toxicology And Chemistry,JOURNAL OF DIABETES,Journal Of Diabetes
citation 5,Environmental Toxicology And Chemistry,PLOS ONE,Plos One
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 5,Environmental Toxicology And Chemistry,WATER,Water
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL MONITORING AND ASSESSMENT,Environmental Monitoring And Assessment
citation 5,Environmental Toxicology And Chemistry,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,Journal Of The American Chemical Society
citation 5,Environmental Toxicology And Chemistry,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 5,Environmental Toxicology And Chemistry,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 5,Environmental Toxicology And Chemistry,PHARMACY,Pharmacy
citation 5,Environmental Toxicology And Chemistry,JOURNAL OF SHELLFISH RESEARCH,Journal Of Shellfish Research
citation 5,Environmental Toxicology And Chemistry,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 5,Environmental Toxicology And Chemistry,WATER RESEARCH,Water Research
citation 5,Environmental Toxicology And Chemistry,PLOS ONE,Plos One
citation 5,Environmental Toxicology And Chemistry,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 5,Environmental Toxicology And Chemistry,CHEMOSPHERE,Chemosphere
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 5,Environmental Toxicology And Chemistry,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 5,Environmental Toxicology And Chemistry,CLEAN-SOIL AIR WATER,Clean-Soil Air Water
citation 5,Environmental Toxicology And Chemistry,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 5,Environmental Toxicology And Chemistry,ANALYTICAL METHODS,Analytical Methods
citation 5,Environmental Toxicology And Chemistry,CHEMOSPHERE,Chemosphere
citation 5,Environmental Toxicology And Chemistry,CHEMOSPHERE,Chemosphere
citation 5,Environmental Toxicology And Chemistry,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 5,Environmental Toxicology And Chemistry,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENT INTERNATIONAL,Environment International
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS,Environmental Science & Technology Letters
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 5,Environmental Toxicology And Chemistry,CHEMOSPHERE,Chemosphere
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL SCIENCE-WATER RESEARCH & TECHNOLOGY,Environmental Science-Water Research & Technology
citation 5,Environmental Toxicology And Chemistry,RSC ADVANCES,Rsc Advances
citation 5,Environmental Toxicology And Chemistry,ECOTOXICOLOGY ESSENTIALS: ENVIRONMENTAL CONTAMINANTS AND THEIR BIOLOGICAL EFFECTS ON ANIMALS AND PLANTS,Ecotoxicology Essentials: Environmental Contaminants And Their Biological Effects On Animals And Plants
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 5,Environmental Toxicology And Chemistry,CHEMOSPHERE,Chemosphere
citation 5,Environmental Toxicology And Chemistry,CRITICAL REVIEWS IN TOXICOLOGY,Critical Reviews In Toxicology
citation 5,Environmental Toxicology And Chemistry,ENVIRONMENTAL SCIENCE-NANO,Environmental Science-Nano
citation 50,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 50,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 50,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,WATER AIR AND SOIL POLLUTION,Water Air And Soil Pollution
citation 50,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,JOURNAL OF MATERIALS CHEMISTRY C,Journal Of Materials Chemistry C
citation 50,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,BIOLOGY LETTERS,Biology Letters
citation 50,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,MARINE ENVIRONMENTAL RESEARCH,Marine Environmental Research
citation 50,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,CHEMOSPHERE,Chemosphere
citation 51,Ultrasonics Sonochemistry,APPLIED CATALYSIS B-ENVIRONMENTAL,Applied Catalysis B-Environmental
citation 51,Ultrasonics Sonochemistry,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,Critical Reviews In Environmental Science And Technology
citation 51,Ultrasonics Sonochemistry,JOURNAL OF THE TAIWAN INSTITUTE OF CHEMICAL ENGINEERS,Journal Of The Taiwan Institute Of Chemical Engineers
citation 51,Ultrasonics Sonochemistry,CATALYSTS,Catalysts
citation 51,Ultrasonics Sonochemistry,JOURNAL OF THE TAIWAN INSTITUTE OF CHEMICAL ENGINEERS,Journal Of The Taiwan Institute Of Chemical Engineers
citation 51,Ultrasonics Sonochemistry,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,International Journal Of Environmental Research And Public Health
citation 51,Ultrasonics Sonochemistry,MATERIALS CHEMISTRY AND PHYSICS,Materials Chemistry And Physics
citation 52,Ecotoxicology And Environmental Safety,SUSTAINABILITY,Sustainability
citation 52,Ecotoxicology And Environmental Safety,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,Bulletin Of Environmental Contamination And Toxicology
citation 52,Ecotoxicology And Environmental Safety,BMJ OPEN,Bmj Open
citation 52,Ecotoxicology And Environmental Safety,BIOLOGY LETTERS,Biology Letters
citation 52,Ecotoxicology And Environmental Safety,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 52,Ecotoxicology And Environmental Safety,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 52,Ecotoxicology And Environmental Safety,MARINE ENVIRONMENTAL RESEARCH,Marine Environmental Research
citation 53,Aquatic Toxicology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 53,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 53,Aquatic Toxicology,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 53,Aquatic Toxicology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 53,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 53,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 53,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 54,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 54,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
citation 54,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,Pharmacology Biochemistry And Behavior
citation 54,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,PLOS ONE,Plos One
citation 54,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,TOXICS,Toxics
citation 54,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,CHEMOSPHERE,Chemosphere
citation 54,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 55,Integrated Environmental Assessment And Management,HYDROBIOLOGIA,Hydrobiologia
citation 55,Integrated Environmental Assessment And Management,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 55,Integrated Environmental Assessment And Management,WATER RESEARCH,Water Research
citation 55,Integrated Environmental Assessment And Management,JOURNAL OF CHROMATOGRAPHY A,Journal Of Chromatography A
citation 55,Integrated Environmental Assessment And Management,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 55,Integrated Environmental Assessment And Management,JOURNAL OF CHROMATOGRAPHY A,Journal Of Chromatography A
citation 55,Integrated Environmental Assessment And Management,ANALYTICAL CHEMISTRY,Analytical Chemistry
citation 56,Aquatic Toxicology,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 56,Aquatic Toxicology,FISH & SHELLFISH IMMUNOLOGY,Fish & Shellfish Immunology
citation 56,Aquatic Toxicology,APPLIED SCIENCES-BASEL,Applied Sciences-Basel
citation 56,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 56,Aquatic Toxicology,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,International Journal Of Environmental Research And Public Health
citation 56,Aquatic Toxicology,CHEMOSPHERE,Chemosphere
citation 57,Environmental Toxicology And Chemistry,ENVIRONMENT INTERNATIONAL,Environment International
citation 57,Environmental Toxicology And Chemistry,ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS,Environmental Science-Processes & Impacts
citation 57,Environmental Toxicology And Chemistry,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 57,Environmental Toxicology And Chemistry,CHEMOSPHERE,Chemosphere
citation 57,Environmental Toxicology And Chemistry,HEALTH CARE AND ENVIRONMENTAL CONTAMINATION,Health Care And Environmental Contamination
citation 57,Environmental Toxicology And Chemistry,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 58,Ecotoxicology And Environmental Safety,FRONTIERS IN NEUROANATOMY,Frontiers In Neuroanatomy
citation 58,Ecotoxicology And Environmental Safety,ANIMAL COGNITION,Animal Cognition
citation 58,Ecotoxicology And Environmental Safety,ECOTOXICOLOGY,Ecotoxicology
citation 58,Ecotoxicology And Environmental Safety,ANIMAL COGNITION,Animal Cognition
citation 58,Ecotoxicology And Environmental Safety,AQUATIC TOXICOLOGY,Aquatic Toxicology
citation 58,Ecotoxicology And Environmental Safety,CEREBRAL LATERALIZATION AND COGNITION: EVOLUTIONARY AND DEVELOPMENTAL INVESTIGATIONS OF BEHAVIORAL BIASES,Cerebral Lateralization And Cognition: Evolutionary And Developmental Investigations Of Behavioral Biases
citation 59,Aquatic Toxicology,JOURNAL OF APPLIED ICHTHYOLOGY,Journal Of Applied Ichthyology
citation 59,Aquatic Toxicology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 59,Aquatic Toxicology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 59,Aquatic Toxicology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 59,Aquatic Toxicology,"TOXICOLOGY STUDIES - CELLS, DRUGS AND ENVIRONMENT","Toxicology Studies - Cells, Drugs And Environment"
citation 59,Aquatic Toxicology,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,Philosophical Transactions Of The Royal Society B-Biological Sciences
citation 6,Environmental Science & Technology,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Journal Of Environmental Management
citation 6,Environmental Science & Technology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 6,Environmental Science & Technology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
citation 6,Environmental Science & Technology,ECOTOXICOLOGY,Ecotoxicology
citation 6,Environmental Science & Technology,WATER RESEARCH,Water Research
citation 6,Environmental Science & Technology,ENVIRONMENTAL SCIENCE-WATER RESEARCH & TECHNOLOGY,Environmental Science-Water Research & Technology
citation 6,Environmental Science & Technology,ENVIRONMENTAL POLLUTION,Environmental Pollution
citation 6,Environmental Science & Technology,PEERJ,Peerj
citation 6,Environmental Science & Technology,JOURNAL OF CHROMATOGRAPHY A,Journal Of Chromatography A
citation 6,Environmental Science & Technology,JOURNAL OF HAZARDOUS MATERIALS,Journal Of Hazardous Materials
citation 6,Environmental Science & Technology,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
citation 6,Environmental Science & Technology,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY D-GENOMICS & PROTEOMICS,Comparative Biochemistry And Physiology D-Genomics & Proteomics
citation 6,Environmental Science & Technology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
citation 6,Environmental Science & Technology,INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,International Journal Of Hygiene And Environmental Health
citation 6,Environmental Science & Technology,CANADIAN PHARMACISTS JOURNAL,Canadian Pharmacists Journal
citation 6,Environmental Science & Technology,ENVIRONMENTAL SCIENCE-WATER RESEARCH & TECHNOLOGY,Environmental Science-Water Research & Technology
