Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
291;73212;"Przeglad Pediatryczny";journal;"0137723X";0,104;Q4;6;0;6;0;0;6;0,00;0,00;Poland;Eastern Europe;"Cornetis";"2000-2013, 2018";"Pediatrics, Perinatology and Child Health (Q4)"
292;12009;"Kinderanalyse (discontinued)";journal;"09426051";0,103;Q4;6;0;45;0;1;40;0,03;0,00;Germany;Western Europe;"J.C. Cotta'sche Buchhandlung Nachvolger GmbH";"2000-2018";"Developmental and Educational Psychology (Q4); Pediatrics, Perinatology and Child Health (Q4); Psychiatry and Mental Health (Q4)"
293;18099;"No To Hattatsu";journal;"00290831";0,103;Q4;12;56;199;452;8;177;0,03;8,07;Japan;Asiatic Region;"Japanese Society of Child Neurology";"1969-2020";"Medicine (miscellaneous) (Q4); Neurology (clinical) (Q4); Pediatrics, Perinatology and Child Health (Q4)"
294;19700175251;"Turkiye Klinikleri Pediatri";journal;"13000381, 21468990";0,103;Q4;3;8;76;169;4;76;0,05;21,13;Turkey;Middle East;"Turkiye Klinikleri Journal of Medical Sciences";"2010-2019";"Pediatrics, Perinatology and Child Health (Q4)"
295;15151;"Medecine Therapeutique Pediatrie";journal;"12865494, 19524188";0,102;Q4;7;20;121;0;3;112;0,04;0,00;France;Western Europe;"John Libbey Eurotext";"1998-2019";"Pediatrics, Perinatology and Child Health (Q4)"
296;15661;"Padiatrische Praxis";journal;"00309346";0,102;Q4;6;0;444;0;13;364;0,02;0,00;Germany;Western Europe;"Hans Marseille Verlag GmbH";"1973-1980, 2002-2018";"Pediatrics, Perinatology and Child Health (Q4)"
297;21100220454;"Pediatric and Adolescent Medicine";book series;"16623886, 10175989";0,102;Q4;6;0;12;0;0;11;0,00;0,00;Switzerland;Western Europe;"S. Karger AG";"2007-2009, 2011-2012, 2014-2015, 2017, 2020";"Pediatrics, Perinatology and Child Health (Q4)"
298;21100829707;"Russkii Zhunal Detskoi Nevrologii";journal;"20738803, 24129178";0,102;Q4;2;14;45;433;4;45;0,09;30,93;Russian Federation;Eastern Europe;"ABV-press Publishing house";"2017-2019";"Neurology (clinical) (Q4); Pediatrics, Perinatology and Child Health (Q4)"
299;12747;"Gynaecologia et Perinatologia";journal;"13300091";0,101;Q4;8;0;19;0;0;16;0,00;0,00;Croatia;Eastern Europe;"Naprijed";"1993-2016";"Obstetrics and Gynecology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
300;145444;"Journal of Neonatology";journal;"09732179";0,101;Q4;4;0;36;0;0;30;0,00;0,00;Netherlands;Western Europe;"IOS Press";"2005-2009, 2014-2018";"Pediatrics, Perinatology and Child Health (Q4)"
301;15683;"Pediatria Catalana (discontinued)";journal;"11358831";0,101;Q4;5;0;42;0;0;34;0,00;0,00;Spain;Western Europe;"Fundacio Catalana de Pediatria";"1996-2016";"Pediatrics, Perinatology and Child Health (Q4)"
302;144719;"Rivista Italiana di Medicina dell'Adolescenza";journal;"20350678";0,101;Q4;2;9;34;268;0;26;0,00;29,78;Italy;Western Europe;"Edizioni Scripta Manent s.n.c.";"2005-2017, 2019";"Pediatrics, Perinatology and Child Health (Q4)"
303;110113;"Indian Journal of Practical Pediatrics";journal;"09729607";0,100;Q4;2;0;93;0;0;87;0,00;0,00;India;Asiatic Region;"The Indian Academy of Pediatrics";"2003-2013, 2015-2018";"Pediatrics, Perinatology and Child Health (Q4)"
304;10100153325;"Journal des Professionnels de l'Enfance";journal;"12975354";0,100;Q4;1;62;156;251;2;137;0,02;4,05;France;Western Europe;"TPMA";"2007-2020";"Pediatrics (Q4); Pediatrics, Perinatology and Child Health (Q4)"
305;15678;"Pediatriya";journal;"04797876";0,100;Q4;2;56;184;963;0;183;0,00;17,20;Bulgaria;Eastern Europe;"Izdatel'stvo Meditsina i Fizkultura";"1950, 1972-1991, 1995-2019";"Pediatrics, Perinatology and Child Health (Q4)"
306;16171;"Revista Espanola de Pediatria";journal;"15781542, 0034947X";0,100;Q4;9;0;96;0;1;93;0,00;0,00;Spain;Western Europe;"Ediciones Ergon SA";"1946, 1948-1965, 1972-2017";"Pediatrics, Perinatology and Child Health (Q4)"
307;21100942421;"International Journal of Pediatrics and Adolescent Medicine";journal;"23526467";;-;1;33;0;890;0;0;0,00;26,97;Saudi Arabia;Middle East;"King Faisal Specialist Hospital and Research Centre";"2019-2020";"Pediatrics, Perinatology and Child Health"
308;21100936401;"Journal of Pediatrics: X";journal;"25900420";;-;0;7;0;62;0;0;0,00;8,86;United States;Northern America;"Elsevier Inc.";"2019";"Pediatrics, Perinatology and Child Health"
309;28014;"Neonatal intensive care : the journal of perinatology-neonatology";trade journal;"10622454";;-;0;46;0;674;0;0;0,00;14,65;United States;Northern America;"Goldstein and Associates";"1990-1994, 2019";"Critical Care and Intensive Care Medicine; Critical Care Nursing; Pediatrics; Pediatrics, Perinatology and Child Health"
310;21100901905;"Revista de Psicologia Clinica con Ninos y Adolescentes";journal;"23408340";;-;1;16;0;566;0;0;0,00;35,38;Spain;Western Europe;"Aitana Research Group";"2019";"Clinical Psychology; Developmental and Educational Psychology; Experimental and Cognitive Psychology; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health"
