Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
295;22753;"International Journal of Environmental Health Research";journal;"09603123, 13691619";0,425;Q3;45;156;140;8258;285;139;2,04;52,94;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1991-2020";"Health, Toxicology and Mutagenesis (Q3); Medicine (miscellaneous) (Q3); Pollution (Q3); Public Health, Environmental and Occupational Health (Q3)"
296;29228;"International Journal of Occupational and Environmental Health";journal;"20493967, 10773525";0,425;Q3;50;0;97;0;140;91;1,17;0,00;United Kingdom;Western Europe;"Maney Publishing";"1995-2018";"Public Health, Environmental and Occupational Health (Q3)"
297;130162;"Management of Environmental Quality";journal;"14777835";0,425;Q3;33;92;180;6372;343;178;2,25;69,26;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2003-2020";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Management, Monitoring, Policy and Law (Q3); Public Health, Environmental and Occupational Health (Q3)"
298;60803;"Gaceta Sanitaria";journal;"02139111";0,424;Q3;40;165;366;4595;426;294;1,33;27,85;Spain;Western Europe;"Ediciones Doyma, S.L.";"1987-2020";"Public Health, Environmental and Occupational Health (Q3)"
299;19568;"Annali di igiene : medicina preventiva e di comunita";journal;"11209135";0,422;Q3;20;73;188;2592;369;174;2,07;35,51;Italy;Western Europe;"Societa Editrice Universo";"1989-2020";"Infectious Diseases (Q3); Public Health, Environmental and Occupational Health (Q3)"
300;20766;"Drug and Chemical Toxicology";journal;"01480545, 15256014";0,422;Q3;42;194;235;9220;386;194;2,21;47,53;United States;Northern America;"Informa Healthcare";"1977-2020";"Chemical Health and Safety (Q3); Health, Toxicology and Mutagenesis (Q3); Medicine (miscellaneous) (Q3); Pharmacology (Q3); Public Health, Environmental and Occupational Health (Q3); Toxicology (Q3)"
301;11300153503;"Journal of Correctional Health Care";journal;"10783458, 19405200";0,421;Q3;23;42;119;1307;129;105;1,32;31,12;United States;Northern America;"SAGE Publications Inc.";"1994-2020";"Community and Home Care (Q2); Public Health, Environmental and Occupational Health (Q3)"
302;11600153403;"Disaster Medicine and Public Health Preparedness";journal;"19357893, 1938744X";0,420;Q3;37;221;403;6219;375;347;1,04;28,14;United Kingdom;Western Europe;"Cambridge University Press";"2007-2020";"Public Health, Environmental and Occupational Health (Q3)"
303;18161;"International Journal of Risk and Safety in Medicine";journal;"18786847, 09246479";0,420;Q3;21;14;42;629;55;39;1,56;44,93;Netherlands;Western Europe;"IOS Press";"1990-2020";"Health Policy (Q3); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
304;25313;"Journal of Child and Adolescent Substance Abuse";journal;"1067828X";0,420;Q3;33;29;149;1219;154;149;0,99;42,03;United States;Northern America;"Routledge";"1994-2020";"Education (Q2); Psychology (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3); Social Psychology (Q3)"
305;21100873942;"International Journal of Food Contamination";journal;"21962804";0,419;Q3;8;2;44;118;77;43;1,45;59,00;United Kingdom;Western Europe;"BioMed Central Ltd.";"2014-2019";"Food Science (Q2); Health, Toxicology and Mutagenesis (Q3); Public Health, Environmental and Occupational Health (Q3)"
306;5000155600;"Health Education";journal;"1758714X, 09654283";0,413;Q3;32;28;110;1418;137;108;1,32;50,64;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1992-2020";"Education (Q2); Public Health, Environmental and Occupational Health (Q3)"
307;22604;"Revista Panamericana de Salud Publica/Pan American Journal of Public Health";journal;"16805348, 10204989";0,410;Q3;54;30;271;1051;264;248;0,92;35,03;United States;Northern America;"Pan American Health Organization";"1997-2019";"Public Health, Environmental and Occupational Health (Q3)"
308;19700190356;"International Journal of Occupational and Environmental Medicine";journal;"20086520, 20086814";0,409;Q3;18;29;100;704;128;71;1,74;24,28;Iran;Middle East;"NIOC Health Organization";"2010-2020";"Public Health, Environmental and Occupational Health (Q3)"
309;19054;"Military Medicine";journal;"1930613X, 00264075";0,407;Q3;63;410;1199;9851;1214;1052;1,05;24,03;United States;Northern America;"Association of Military Surgeons of the US";"1954-2020";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
310;14415;"Rehabilitation Counseling Bulletin";journal;"00343552, 15384853";0,407;Q3;39;26;57;1379;59;55;1,05;53,04;United States;Northern America;"SAGE Publications Inc.";"1994-2020";"Rehabilitation (Q2); Applied Psychology (Q3); Public Health, Environmental and Occupational Health (Q3)"
311;21100901614;"Learning Health Systems";journal;"23796146";0,406;Q3;7;27;48;1044;90;33;2,73;38,67;United States;Northern America;"John Wiley and Sons Inc.";"2017-2020";"Health Informatics (Q3); Health Information Management (Q3); Public Health, Environmental and Occupational Health (Q3)"
312;19616;"Australian Journal of Rural Health";journal;"14401584, 10385282";0,405;Q3;45;111;233;1866;256;195;1,27;16,81;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1992-2020";"Family Practice (Q2); Public Health, Environmental and Occupational Health (Q3)"
313;21467;"International Quarterly of Community Health Education";journal;"0272684X, 15413519";0,404;Q3;16;46;75;1593;90;75;0,98;34,63;United States;Northern America;"SAGE Publications Inc.";"1980, 1988, 1999, 2004-2020";"Education (Q2); Health (social science) (Q3); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
314;19700175007;"Journal of Research in Health Sciences";journal;"22287809, 22287795";0,402;Q3;18;32;111;892;162;97;1,48;27,88;Iran;Middle East;"Hamadan University of Medical Sciences";"2009-2020";"Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3); Epidemiology (Q4)"
315;19120;"Journal of the American Mosquito Control Association";journal;"8756971X, 19436270";0,399;Q3;56;52;163;328;114;161;0,71;6,31;United States;Northern America;"American Mosquito Control Association";"1985-2019";"Ecology, Evolution, Behavior and Systematics (Q3); Insect Science (Q3); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
316;21100466874;"Infection, Disease and Health";journal;"24680451";0,397;Q3;12;36;88;1131;89;66;1,59;31,42;Australia;Pacific Region;"Australasian College for Infection Prevention and Control (ACIPC)";"2016-2020";"Nursing (miscellaneous) (Q2); Infectious Diseases (Q3); Public Health, Environmental and Occupational Health (Q3)"
317;94203;"Anthropology and Medicine";journal;"14692910, 13648470";0,396;Q3;30;34;76;1431;83;65;1,18;42,09;United Kingdom;Western Europe;"Routledge";"1997-2020";"Anthropology (Q2); Arts and Humanities (miscellaneous) (Q2); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
318;19700180522;"Molecular and Cellular Toxicology";journal;"20928467, 1738642X";0,396;Q3;20;51;150;1884;222;149;1,62;36,94;Germany;Western Europe;"Springer Verlag";"2010-2020";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Health, Toxicology and Mutagenesis (Q3); Pathology and Forensic Medicine (Q3); Public Health, Environmental and Occupational Health (Q3); Toxicology (Q3)"
319;21100239606;"Therapeutic Innovation and Regulatory Science";journal;"21684790, 21684804";0,396;Q3;42;203;320;5038;317;275;1,16;24,82;United States;Northern America;"Springer USA";"1970, 1972, 1974-2006, 2008-2011, 2013-2020";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Pharmacology (medical) (Q3); Public Health, Environmental and Occupational Health (Q3)"
320;4400151520;"Diving and Hyperbaric Medicine";journal;"18333516";0,395;Q3;20;46;158;249;107;105;1,06;5,41;Australia;Pacific Region;"South Pacific Underwater Medicine Society";"2006-2020";"Public Health, Environmental and Occupational Health (Q3)"
321;20112;"Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz";journal;"14371588, 14369990";0,388;Q3;60;204;574;5883;581;461;1,20;28,84;Germany;Western Europe;"Springer Verlag";"2003-2020";"Public Health, Environmental and Occupational Health (Q3)"
322;145675;"Social Work in Mental Health";journal;"15332985, 15332993";0,388;Q3;18;40;129;1946;148;127;0,91;48,65;United States;Northern America;"Routledge";"2002-2020";"Social Sciences (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q3); Social Work (Q3)"
323;4900153304;"Archives of Environmental and Occupational Health";journal;"19338244";0,385;Q3;61;76;155;2829;193;133;1,11;37,22;United States;Northern America;"Heldref Publications";"2005-2020";"Environmental Science (miscellaneous) (Q2); Health, Toxicology and Mutagenesis (Q3); Public Health, Environmental and Occupational Health (Q3); Toxicology (Q4)"
324;24605;"Arhiv za Higijenu Rada i Toksikologiju";journal;"18486312, 00041254";0,384;Q3;29;41;122;1745;218;115;1,97;42,56;Croatia;Eastern Europe;"Institute for Medical Research and Occupational Health";"1953-2019";"Public Health, Environmental and Occupational Health (Q3); Toxicology (Q4)"
325;13051;"Education for Primary Care";journal;"14739879, 1475990X";0,383;Q3;18;105;298;1257;151;208;0,84;11,97;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2001-2020";"Public Health, Environmental and Occupational Health (Q3)"
326;16739;"Annals of the ICRP";journal;"1872969X, 01466453";0,380;Q3;42;12;68;895;88;59;1,89;74,58;United States;Northern America;"SAGE Publications Inc.";"1976-1989, 1991, 1993-2010, 2012-2019";"Public Health, Environmental and Occupational Health (Q3); Radiological and Ultrasound Technology (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
327;14137;"Journal for healthcare quality : official publication of the National Association for Healthcare Quality";journal;"19451474, 10622551";0,378;Q3;26;61;167;1479;157;159;0,99;24,25;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1992-2020";"Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3)"
328;21100200604;"Workplace Health and Safety";journal;"21650969, 21650799";0,369;Q3;36;82;247;2032;258;222;1,14;24,78;United States;Northern America;"SAGE Publications Inc.";"2008, 2012-2020";"Nursing (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q3)"
329;21100255088;"Journal of Water Sanitation and Hygiene for Development";journal;"20439083";0,368;Q3;19;66;189;2148;208;184;1,18;32,55;United Kingdom;Western Europe;"IWA Publishing";"2011-2019";"Development (Q2); Pollution (Q3); Public Health, Environmental and Occupational Health (Q3); Waste Management and Disposal (Q3); Water Science and Technology (Q3)"
330;21100201774;"Performance Enhancement and Health";journal;"22112669";0,368;Q3;12;17;56;906;75;48;1,64;53,29;Netherlands;Western Europe;"Elsevier BV";"2013-2014, 2017-2020";"Health (social science) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q3)"
331;20901;"Wilderness and Environmental Medicine";journal;"10806032, 15451534";0,368;Q3;40;109;314;2680;322;225;1,34;24,59;United States;Northern America;"Elsevier Ltd.";"1995-2020";"Emergency Medicine (Q2); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q3)"
332;22715;"Annals of Agricultural and Environmental Medicine";journal;"12321966, 18982263";0,366;Q3;51;112;399;4370;484;398;1,13;39,02;Poland;Eastern Europe;"Institute of Agricultural Medicine";"1995-2020";"Ecology, Evolution, Behavior and Systematics (Q3); Public Health, Environmental and Occupational Health (Q3); Waste Management and Disposal (Q3)"
333;38688;"Journal of Agricultural Safety and Health";journal;"10747583";0,366;Q3;33;12;62;307;64;59;0,89;25,58;United States;Northern America;"American Society of Agricultural and Biological Engineers";"1997-2019";"Agricultural and Biological Sciences (miscellaneous) (Q2); Safety, Risk, Reliability and Quality (Q2); Public Health, Environmental and Occupational Health (Q3)"
334;21100814028;"Vaccine Reports";journal;"24057843";0,366;Q3;4;0;12;0;9;12;0,00;0,00;Netherlands;Western Europe;"Elsevier BV";"2016";"Infectious Diseases (Q3); Public Health, Environmental and Occupational Health (Q3); Immunology (Q4); Microbiology (Q4)"
335;21100780673;"International Journal of Critical Illness and Injury Science";journal;"22295151, 22315004";0,364;Q3;9;44;138;940;141;107;1,17;21,36;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2015-2020";"Critical Care and Intensive Care Medicine (Q2); Emergency Medicine (Q2); Public Health, Environmental and Occupational Health (Q3)"
336;29514;"Radiation Protection Dosimetry";journal;"17423406, 01448420";0,363;Q3;69;278;1026;2590;790;991;0,70;9,32;United Kingdom;Western Europe;"Oxford University Press";"1981-2019";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3); Radiation (Q3); Radiological and Ultrasound Technology (Q3); Radiology, Nuclear Medicine and Imaging (Q3)"
337;3300147411;"Home Health Care Management and Practice";journal;"10848223";0,361;Q3;17;38;90;1242;92;87;0,96;32,68;United States;Northern America;"SAGE Publications Inc.";"1988-2011, 2017-2020";"Community and Home Care (Q2); Leadership and Management (Q2); Public Health, Environmental and Occupational Health (Q3)"
338;24060;"Journal of Radioanalytical and Nuclear Chemistry";journal;"15882780, 02365731";0,360;Q3;65;580;2123;19345;2507;2083;1,22;33,35;Netherlands;Western Europe;"Springer Netherlands";"1977-1979, 1984-2020";"Nuclear Energy and Engineering (Q2); Analytical Chemistry (Q3); Health, Toxicology and Mutagenesis (Q3); Pollution (Q3); Public Health, Environmental and Occupational Health (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Spectroscopy (Q3)"
339;19700183045;"Asia Pacific Family Medicine";journal;"1447056X, 14441683";0,359;Q3;12;0;23;0;31;23;1,56;0,00;United Kingdom;Western Europe;"BioMed Central Ltd.";"2009-2018";"Family Practice (Q2); Public Health, Environmental and Occupational Health (Q3)"
340;19900193221;"Primary health care research & development";journal;"14634236, 14771128";0,355;Q3;23;57;254;901;224;209;1,17;15,81;United Kingdom;Western Europe;"Cambridge University Press";"2000-2020";"Care Planning (Q1); Public Health, Environmental and Occupational Health (Q3)"
341;21100329893;"Advances in School Mental Health Promotion";journal;"20498535, 1754730X";0,353;Q3;18;0;34;0;40;29;1,19;0,00;United States;Northern America;"Routledge";"2008-2017";"Pediatrics (Q2); Developmental and Educational Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
342;20878;"Health Education Journal";journal;"00178969, 17488176";0,352;Q3;31;94;222;3837;243;215;1,14;40,82;United Kingdom;Western Europe;"SAGE Publications Ltd";"1943-2020";"Public Health, Environmental and Occupational Health (Q3)"
343;11600153420;"Social Work in Public Health";journal;"1937190X, 19371918";0,352;Q3;25;56;151;2599;127;149;0,73;46,41;United States;Northern America;"Routledge";"2007-2020";"Health Policy (Q3); Health (social science) (Q3); Public Health, Environmental and Occupational Health (Q3); Social Work (Q3)"
344;21100245727;"Epidemiology Biostatistics and Public Health";journal;"22820930, 22822305";0,351;Q3;16;48;152;1407;139;129;1,06;29,31;Italy;Western Europe;"Prex";"2013-2019";"Community and Home Care (Q2); Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3); Epidemiology (Q4)"
345;17800156772;"International Journal of Workplace Health Management";journal;"17538351, 1753836X";0,350;Q3;18;41;86;2424;123;85;1,34;59,12;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Business, Management and Accounting (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q3)"
346;21100265182;"Mental Health and Prevention";journal;"22126570";0,350;Q3;10;42;85;2147;107;84;1,02;51,12;Germany;Western Europe;"Elsevier BV";"2013-2020";"Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
347;21100827425;"Nordic Journal of Working Life Studies";journal;"22450157";0,342;Q3;4;19;70;1019;65;61;1,07;53,63;Denmark;Western Europe;"Roskilde University";"2017-2019";"Industrial Relations (Q2); Life-span and Life-course Studies (Q3); Organizational Behavior and Human Resource Management (Q3); Public Health, Environmental and Occupational Health (Q3)"
348;21100199566;"Health SA Gesondheid";journal;"10259848, 20719736";0,338;Q3;10;50;121;1666;139;119;0,70;33,32;South Africa;Africa;"AOSIS (Pty) Ltd";"2011-2020";"Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3)"
349;4700152757;"Journal of Religion and Spirituality in Social Work";journal;"15426440, 15426432";0,337;Q3;20;28;75;1057;60;63;0,88;37,75;United States;Northern America;"Routledge";"2004-2020";"Religious Studies (Q1); Public Health, Environmental and Occupational Health (Q3); Social Work (Q3)"
350;19700177122;"Journal of Primary Health Care";journal;"11726164, 11726156";0,336;Q3;18;66;188;1357;133;151;0,76;20,56;Australia;Pacific Region;"CSIRO";"2009-2020";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
351;11700154364;"Alter";journal;"18750672, 18750680";0,335;Q3;16;24;70;874;43;59;0,31;36,42;France;Western Europe;"Elsevier Masson";"2007-2020";"Health Policy (Q3); Health (social science) (Q3); Orthopedics and Sports Medicine (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
352;22385;"International maritime health";journal;"16419251, 20813252";0,335;Q3;15;42;140;870;99;115;0,66;20,71;Poland;Eastern Europe;"Institute of Maritime and Tropical Medicine";"1999-2020";"Infectious Diseases (Q3); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
353;17500155111;"Salud Colectiva";journal;"16692381, 18518265";0,333;Q3;11;21;153;531;60;140;0,26;25,29;Argentina;Latin America;"Universidad Nacional de Lanus";"2008-2020";"Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3)"
354;17600155230;"Journal of Infection Prevention";journal;"17571774, 17571782";0,331;Q3;16;42;130;839;97;91;0,91;19,98;United Kingdom;Western Europe;"SAGE Publications Ltd";"2015-2020";"Advanced and Specialized Nursing (Q2); Health Policy (Q3); Infectious Diseases (Q3); Public Health, Environmental and Occupational Health (Q3)"
355;18999;"Medycyna Pracy";journal;"04655893";0,330;Q3;17;61;201;1658;171;195;0,82;27,18;Poland;Eastern Europe;"Nofer Institute of Occupational Medicine";"1953-1955, 1961-1963, 1965-1967, 1973-2020";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
356;98899;"African journal of reproductive health";journal;"11184841";0,327;Q3;38;68;155;1679;114;130;0,74;24,69;Nigeria;Africa;"Women's Health and Action Research Centre";"1997-1998, 2000-2019";"Obstetrics and Gynecology (Q3); Public Health, Environmental and Occupational Health (Q3); Reproductive Medicine (Q3)"
357;4500151529;"Beitrage zur Tabakforschung International/ Contributions to Tobacco Research";journal;"0173783X";0,327;Q3;16;12;49;309;28;43;0,55;25,75;Germany;Western Europe;"De Gruyter Open Ltd.";"1961-1984, 2006-2019";"Agronomy and Crop Science (Q3); Biotechnology (Q3); Plant Science (Q3); Public Health, Environmental and Occupational Health (Q3)"
358;145701;"Indian Journal of Palliative Care";journal;"19983735, 09731075";0,327;Q3;23;97;258;2267;356;225;1,58;23,37;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2005-2020";"Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3)"
359;4000150503;"American Journal of Health Education";journal;"21683751, 19325037";0,326;Q3;27;44;136;1827;140;119;1,16;41,52;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2001-2020";"Health (social science) (Q3); Public Health, Environmental and Occupational Health (Q3)"
360;13171;"Biocontrol Science";journal;"18840205, 13424815";0,325;Q3;21;37;95;937;91;94;0,92;25,32;Japan;Asiatic Region;"Society for Antibacterial and Antifungal Agents Japan";"1996-2020";"Applied Microbiology and Biotechnology (Q3); Public Health, Environmental and Occupational Health (Q3)"
361;29232;"International Journal of Occupational Safety and Ergonomics";journal;"10803548";0,323;Q3;31;143;276;5644;405;197;2,43;39,47;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2020";"Safety Research (Q2); Public Health, Environmental and Occupational Health (Q3); Safety, Risk, Reliability and Quality (Q3)"
362;21100781400;"Journal of Public Health in Africa";journal;"20389930, 20389922";0,323;Q3;10;54;100;1042;82;98;0,69;19,30;Italy;Western Europe;"PagePress Publications";"2010-2014, 2016-2019";"Public Health, Environmental and Occupational Health (Q3)"
363;21100923470;"Safety";journal;"2313576X";0,321;Q3;6;85;111;3938;144;109;1,41;46,33;Switzerland;Western Europe;"MDPI Multidisciplinary Digital Publishing Institute";"2015-2020";"Safety Research (Q2); Public Health, Environmental and Occupational Health (Q3); Safety, Risk, Reliability and Quality (Q3)"
364;21100788709;"Proceedings of the 2016 ACM International Conference on Interactive Surfaces and Spaces: Nature Meets Interactive Surfaces, ISS 2016";conference and proceedings;"-";0,320;-;9;0;80;0;118;78;0,00;0,00;United States;Northern America;"";"";"Computer Networks and Communications; Instrumentation; Public Health, Environmental and Occupational Health; Radiation"
365;21484;"Iranian Journal of Public Health";journal;"22516085, 22516093";0,318;Q3;31;359;451;8352;381;304;1,16;23,26;Iran;Middle East;"Iranian Journal of Public Health";"1973-1980, 1987, 2004-2020";"Public Health, Environmental and Occupational Health (Q3)"
366;24012;"International Journal of Environmental Analytical Chemistry";journal;"10290397, 03067319";0,317;Q3;41;324;306;14242;491;299;1,63;43,96;Switzerland;Western Europe;"Taylor and Francis Ltd.";"1971-2020";"Analytical Chemistry (Q3); Pollution (Q3); Public Health, Environmental and Occupational Health (Q3); Soil Science (Q3); Waste Management and Disposal (Q3); Water Science and Technology (Q3); Environmental Chemistry (Q4); Health, Toxicology and Mutagenesis (Q4)"
367;16813;"Journal of Rehabilitation";journal;"00224154";0,317;Q3;33;18;70;966;45;67;0,39;53,67;United States;Northern America;"National Rehabilitation Association";"1945-1984, 1991, 1996-2019";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3); Rehabilitation (Q3)"
368;144682;"South African Family Practice";journal;"10251979, 1726426X";0,315;Q3;16;45;180;1219;113;169;0,96;27,09;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2000-2020";"Family Practice (Q3); Public Health, Environmental and Occupational Health (Q3)"
369;5100153505;"Occupational Ergonomics";journal;"13599364";0,314;Q3;17;0;29;0;23;28;0,40;0,00;Netherlands;Western Europe;"IOS Press";"1998, 2000-2002, 2004-2008, 2011, 2018";"Advanced and Specialized Nursing (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q3); Rehabilitation (Q3)"
370;21100463845;"Obesity Medicine";journal;"24518476";0,312;Q3;5;84;66;3729;61;64;1,00;44,39;United Kingdom;Western Europe;"Elsevier Ltd.";"2016-2020";"Endocrinology, Diabetes and Metabolism (Q3); Internal Medicine (Q3); Public Health, Environmental and Occupational Health (Q3)"
371;22619;"Revue d'Epidemiologie et de Sante Publique";journal;"17730627, 03987620";0,312;Q3;37;56;150;1674;99;128;0,76;29,89;France;Western Europe;"Elsevier Masson";"1976-2020";"Public Health, Environmental and Occupational Health (Q3); Epidemiology (Q4)"
372;21100800769;"IISE Transactions on Healthcare Systems Engineering";journal;"24725579, 24725587";0,310;Q3;17;32;78;1497;69;73;0,76;46,78;United States;Northern America;"Taylor and Francis Ltd.";"2017-2020";"Safety Research (Q2); Public Health, Environmental and Occupational Health (Q3); Safety, Risk, Reliability and Quality (Q3)"
373;4900152609;"New Solutions";journal;"10482911, 15413772";0,310;Q3;20;36;127;1302;103;103;0,99;36,17;United States;Northern America;"SAGE Publications Ltd";"1996-2020";"Public Health, Environmental and Occupational Health (Q3); Health, Toxicology and Mutagenesis (Q4)"
374;27566;"ACSM's Health and Fitness Journal";journal;"1536593X, 10915397";0,308;Q3;19;65;195;776;116;157;0,73;11,94;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1998-2020";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q4)"
375;4800156304;"Human Movement";journal;"17323991, 18991955";0,308;Q3;15;31;139;1107;117;138;0,83;35,71;Poland;Eastern Europe;"University School of Physical Education in Wroclaw";"2006-2020";"Biophysics (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q3)"
376;18123;"Occupational Therapy in Mental Health";journal;"0164212X, 15413101";0,308;Q3;19;24;72;1054;67;70;0,72;43,92;United States;Northern America;"Routledge";"1980, 1982-1993, 1995-2020";"Applied Psychology (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
377;4700152203;"Revista Brasileira de Saude Materno Infantil";journal;"15193829";0,306;Q3;19;55;145;1434;76;125;0,42;26,07;Brazil;Latin America;"Instituto Materno Infantil Professor Fernando Figueira";"2002, 2005-2019";"Obstetrics and Gynecology (Q3); Pediatrics, Perinatology and Child Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
378;21100202721;"Journal of Public Mental Health";journal;"20428731, 17465729";0,304;Q3;20;48;83;1567;60;70;0,90;32,65;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2000, 2003-2020";"Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
379;15900154725;"Indian Journal of Community Medicine";journal;"09700218, 19983581";0,300;Q3;28;120;225;1964;174;170;0,83;16,37;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2009, 2014, 2017-2020";"Public Health, Environmental and Occupational Health (Q3)"
380;17700155005;"London Journal of Primary Care";journal;"17571472, 17571480";0,296;Q3;10;0;88;0;64;60;1,05;0,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2012, 2014-2018";"Public Health, Environmental and Occupational Health (Q3)"
381;21100381648;"Journal of Communication in Healthcare";journal;"17538076, 17538068";0,295;Q3;9;21;111;920;79;86;0,69;43,81;United Kingdom;Western Europe;"Maney Publishing";"2014-2019";"Communication (Q2); Health Information Management (Q3); Public Health, Environmental and Occupational Health (Q3)"
382;14892;"International Journal of Mental Health";journal;"00207411, 15579328";0,293;Q3;19;30;76;1088;55;67;0,74;36,27;United States;Northern America;"Taylor and Francis Ltd.";"1974-1991, 1993, 1995-2020";"Health Policy (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
383;5700160328;"Saude e Sociedade";journal;"01041290";0,293;Q3;18;99;287;3201;107;271;0,27;32,33;Brazil;Latin America;"University of Sao Paolo";"2008-2020";"Health (social science) (Q3); Public Health, Environmental and Occupational Health (Q3)"
384;19947;"Zeitschrift für Gesundheitswissenschaften";journal;"09431853, 16132238";0,290;Q3;29;216;221;7644;157;210;0,75;35,39;Germany;Western Europe;"Springer Verlag";"1993-2020";"Public Health, Environmental and Occupational Health (Q3)"
385;21100456160;"Clinical Epidemiology and Global Health";journal;"22133984";0,288;Q3;8;228;119;6892;87;108;0,88;30,23;Netherlands;Western Europe;"Elsevier BV";"2013-2020";"Infectious Diseases (Q3); Microbiology (medical) (Q3); Public Health, Environmental and Occupational Health (Q3); Epidemiology (Q4)"
386;19383;"Fluoride - Quarterly Reports";journal;"22534083, 00154725";0,288;Q3;45;8;119;231;100;104;0,77;28,88;New Zealand;Pacific Region;"International Society for Fluoride Research";"1973-2020";"Agricultural and Biological Sciences (miscellaneous) (Q2); Chemistry (miscellaneous) (Q3); Dentistry (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3); Biochemistry (Q4); Health, Toxicology and Mutagenesis (Q4); Toxicology (Q4)"
387;13139;"Epidemiologia e prevenzione";journal;"11209763, 23851937";0,279;Q3;28;150;394;2159;237;248;0,86;14,39;Italy;Western Europe;"Inferenze Scarl";"1987-2019";"Public Health, Environmental and Occupational Health (Q3); Epidemiology (Q4)"
388;21100409533;"International Journal of Mental Health Promotion";journal;"14623730, 20498543";0,277;Q3;7;0;41;0;51;40;1,24;0,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2017";"Health Policy (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
