Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
295;19700171828;"East Asian Archives of Psychiatry";journal;"22247041, 20789947";0,425;Q3;14;24;69;684;76;63;0,98;28,50;China;Asiatic Region;"Hong Kong Academy of Medicine Press";"2010-2019";"Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)"
296;19700175048;"Open Neurology Journal";journal;"1874205X";0,418;Q3;14;15;41;617;52;38;1,18;41,13;Netherlands;Western Europe;"Bentham Science Publishers B.V.";"2010-2019";"Neurology (Q3); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3)"
297;14245;"Australasian Psychiatry";journal;"10398562, 14401665";0,412;Q3;36;207;559;2561;438;425;1,01;12,37;United Kingdom;Western Europe;"SAGE Publications Ltd";"1967-2020";"Psychiatry and Mental Health (Q3)"
298;17400154828;"Psychological Injury and Law";journal;"1938971X, 19389728";0,410;Q3;24;25;96;1720;125;88;1,53;68,80;United States;Northern America;"Springer New York";"2009-2020";"Ecology (Q2); Law (Q2); Psychiatry and Mental Health (Q3)"
299;30408;"American Indian and Alaska Native Mental Health Research";journal;"15337731, 08935394";0,406;Q3;23;20;66;814;74;64;0,65;40,70;United States;Northern America;"University Press of Colorado";"1987-1990, 1992-2019";"Anthropology (Q1); History (Q1); Education (Q2); Psychiatry and Mental Health (Q3); Psychology (miscellaneous) (Q3)"
300;21100801744;"Violence and Gender";journal;"23267852, 23267836";0,402;Q3;7;35;87;1200;100;78;1,25;34,29;United States;Northern America;"Mary Ann Liebert Inc.";"2014-2020";"Cultural Studies (Q1); Gender Studies (Q2); Health (social science) (Q3); Psychiatry and Mental Health (Q3); Social Psychology (Q3)"
301;25225;"Alcoholism Treatment Quarterly";journal;"15444538, 07347324";0,399;Q3;30;44;107;1662;115;88;1,02;37,77;United States;Northern America;"Routledge";"1984-2020";"Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)"
302;16116;"Indian Journal of Psychiatry";journal;"00195545, 19983794";0,398;Q3;30;221;439;5567;370;292;1,15;25,19;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"1970, 1973-1984, 2009-2020";"Psychiatry and Mental Health (Q3)"
303;21100200812;"Revista de Psicopatologia y Psicologia Clinica";journal;"11365420";0,395;Q3;13;15;59;787;79;59;1,26;52,47;Spain;Western Europe;"Asociacion Espanola de Psicologia Clinica y Psicopatologia";"2011-2019";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
304;14907;"Cognitive and Behavioral Neurology";journal;"15433633, 15433641";0,392;Q3;64;31;80;1355;89;70;0,86;43,71;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"2003-2020";"Medicine (miscellaneous) (Q3); Neuropsychology and Physiological Psychology (Q3); Psychiatry and Mental Health (Q3); Cognitive Neuroscience (Q4)"
305;4700152822;"Journal of Creativity in Mental Health";journal;"15401391, 15401383";0,391;Q3;15;67;123;2492;94;112;0,71;37,19;United States;Northern America;"Routledge";"2006-2014, 2017-2020";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
306;21100853525;"Sleep Disorders";journal;"20903545, 20903553";0,388;Q3;4;0;6;0;7;6;2,00;0,00;Egypt;Africa/Middle East;"Hindawi Limited";"2015-2017";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3); Behavioral Neuroscience (Q4); Cognitive Neuroscience (Q4)"
307;144793;"Kindheit und Entwicklung";journal;"09425403";0,386;Q3;32;27;80;1173;114;79;1,31;43,44;Germany;Western Europe;"Hogrefe Verlag GmbH and Co. KG";"2004-2020";"Developmental and Educational Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3)"
308;18683;"Psychiatria Polska";journal;"00332674, 23915854";0,381;Q3;20;97;282;3068;335;250;1,10;31,63;Poland;Eastern Europe;"Polish Psychiatric Association";"1967-2019";"Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)"
309;21100901769;"General Psychiatry";journal;"2517729X";0,380;Q3;18;56;169;1651;172;165;0,99;29,48;United Kingdom;Western Europe;"BMJ Publishing Group";"2018-2020";"Neurology (Q3); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3)"
310;5900153309;"Journal of Muslim Mental Health";journal;"15564908, 15565009";0,376;Q3;17;11;31;508;21;26;0,19;46,18;United States;Northern America;"Michigan Publishing";"2007-2019";"Religious Studies (Q1); Clinical Psychology (Q3); Health (social science) (Q3); Psychiatry and Mental Health (Q3)"
311;18135;"PPmP Psychotherapie Psychosomatik Medizinische Psychologie";journal;"14391058, 09372032, 01737937";0,369;Q3;39;81;210;1942;170;169;1,05;23,98;Germany;Western Europe;"Georg Thieme Verlag";"1980-2020";"Applied Psychology (Q3); Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
312;21100205991;"Journal of Mental Health Training, Education and Practice";journal;"20428707, 17556228";0,368;Q3;13;51;100;2122;98;97;0,79;41,61;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2006-2020";"Education (Q2); Psychiatric Mental Health (Q2); Health Policy (Q3); Health (social science) (Q3); Organizational Behavior and Human Resource Management (Q3); Psychiatry and Mental Health (Q3)"
313;19866;"South African Journal of Psychiatry";journal;"16089685";0,368;Q3;11;34;69;1110;65;62;1,08;32,65;South Africa;Africa;"AOSIS (Pty) Ltd";"2001-2020";"Psychiatry and Mental Health (Q3)"
314;15553;"European Journal of Psychiatry";journal;"02136163, 23404469";0,367;Q3;22;25;75;915;76;72;0,73;36,60;Spain;Western Europe;"Elsevier Espana";"1987-2020";"Psychiatry and Mental Health (Q3)"
315;18706;"Psychiatrische Praxis";journal;"03034259, 14390876";0,366;Q3;31;106;235;1763;209;200;1,31;16,63;Germany;Western Europe;"Georg Thieme Verlag";"1974-2020";"Psychiatry and Mental Health (Q3)"
316;21100887421;"Journal of Counselor Leadership and Advocacy";journal;"23267178";0,364;Q3;6;16;45;685;33;44;0,46;42,81;United States;Northern America;"Taylor and Francis Ltd.";"2014-2020";"Education (Q2); Applied Psychology (Q3); Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
317;21100204305;"Advances in Mental Health and Intellectual Disabilities";journal;"20441290, 20441282";0,361;Q3;11;31;80;991;59;72;0,73;31,97;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2010-2020";"Psychiatry and Mental Health (Q3)"
318;4700152299;"Journal of Addictions Nursing";journal;"10884602";0,360;Q3;16;59;142;1087;118;129;0,92;18,42;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1989-1996, 2006, 2012-2020";"Psychiatric Mental Health (Q2); Psychiatry and Mental Health (Q3)"
319;15565;"Journal of Loss and Trauma";journal;"15325024, 15325032";0,359;Q3;36;59;152;2276;144;149;0,83;38,58;United States;Northern America;"Routledge";"1996-2020";"Psychiatric Mental Health (Q2); Social Sciences (miscellaneous) (Q2); Psychiatry and Mental Health (Q3); Social Psychology (Q3)"
320;16808;"Journal of Psychiatric Practice";journal;"15381145, 15274160";0,355;Q3;52;73;194;45;175;172;1,02;0,62;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1996-1999, 2003-2020";"Psychiatry and Mental Health (Q3)"
321;21100329893;"Advances in School Mental Health Promotion";journal;"20498535, 1754730X";0,353;Q3;18;0;34;0;40;29;1,19;0,00;United States;Northern America;"Routledge";"2008-2017";"Pediatrics (Q2); Developmental and Educational Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
322;21100265182;"Mental Health and Prevention";journal;"22126570";0,350;Q3;10;42;85;2147;107;84;1,02;51,12;Germany;Western Europe;"Elsevier BV";"2013-2020";"Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
323;21100391100;"Psychoanalytic Study of the Child";journal;"00797308";0,347;Q3;18;24;41;355;22;40;0,55;14,79;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1945-1946, 1958, 1960-1961, 1963, 1965-1972, 1974-2009, 2011-2015, 2017-2019";"Developmental and Educational Psychology (Q3); Medicine (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3)"
324;15488;"L'Encephale";journal;"00137006";0,345;Q3;46;118;331;3768;275;289;1,01;31,93;France;Western Europe;"Elsevier Masson";"1946, 1949-1973, 1975-2020";"Arts and Humanities (miscellaneous) (Q2); Psychiatry and Mental Health (Q3)"
325;18670;"Psychiatria Danubina";journal;"03535053";0,345;Q3;32;196;534;4525;446;509;0,77;23,09;Croatia;Eastern Europe;"Medicinska Naklada Zagreb";"1989-2019";"Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)"
326;4700152707;"American Journal of Psychiatric Rehabilitation";journal;"15487768, 15487776";0,342;Q3;28;0;49;0;43;45;1,00;0,00;United States;Northern America;"Routledge";"2004-2017";"Rehabilitation (Q2); Psychiatry and Mental Health (Q3)"
327;18400156712;"Journal of Smoking Cessation";journal;"18342612";0,342;Q3;13;32;89;1056;67;84;0,67;33,00;Australia;Pacific Region;"Cambridge University Press";"2006-2020";"Psychiatry and Mental Health (Q3)"
328;13421;"Psychoanalytic Psychotherapy";journal;"02668734, 14749734";0,339;Q3;16;17;75;537;50;59;0,76;31,59;United Kingdom;Western Europe;"Routledge";"1985-1987, 1989-2019";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
329;24766;"Addictive Disorders and their Treatment";journal;"15315754";0,338;Q3;17;42;73;1349;63;72;0,77;32,12;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"2002-2020";"Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)"
330;11700154364;"Alter";journal;"18750672, 18750680";0,335;Q3;16;24;70;874;43;59;0,31;36,42;France;Western Europe;"Elsevier Masson";"2007-2020";"Health Policy (Q3); Health (social science) (Q3); Orthopedics and Sports Medicine (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
331;17320;"Bulletin of the Menninger Clinic";journal;"00259284, 19432828";0,335;Q3;39;21;58;1098;56;56;0,84;52,29;United States;Northern America;"Guilford Publications";"1945-2019";"Clinical Psychology (Q3); Psychiatric Mental Health (Q3); Psychiatry and Mental Health (Q3)"
332;21100862294;"Neuropsychopharmacology Reports";journal;"2574173X";0,334;Q3;12;40;30;1245;32;29;1,14;31,13;United States;Northern America;"John Wiley &amp; Sons Inc.";"2018-2020";"Clinical Psychology (Q3); Pharmacology (Q3); Pharmacology (medical) (Q3); Psychiatry and Mental Health (Q3)"
333;21100235822;"International Journal of Developmental Disabilities";journal;"20473877, 20473869";0,333;Q3;18;91;97;3921;87;87;1,05;43,09;United Kingdom;Western Europe;"Maney Publishing";"2012-2020";"Developmental and Educational Psychology (Q3); Psychiatry and Mental Health (Q3)"
334;15405;"Journal of Child Psychotherapy";journal;"14699370, 0075417X";0,330;Q3;21;26;93;657;27;57;0,56;25,27;United Kingdom;Western Europe;"Routledge";"1963-2020";"Clinical Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3)"
335;17656;"Journal of the American Academy of Psychiatry and the Law";journal;"19433662, 10936793";0,330;Q3;53;104;315;1946;163;138;0,86;18,71;United States;Northern America;"American Academy of Psychiatry and the Law";"1997-2020";"Medicine (miscellaneous) (Q3); Pathology and Forensic Medicine (Q3); Psychiatry and Mental Health (Q3)"
336;19900193631;"Iranian Journal of Psychiatry";journal;"17354587, 20082215";0,327;Q3;13;23;119;762;149;119;1,14;33,13;Iran;Middle East;"Tehran University of Medical Sciences";"2011-2019";"Psychiatry and Mental Health (Q3)"
337;21100204503;"Advances in Mental Health";journal;"18387357, 18374905";0,325;Q3;16;38;42;1353;57;36;1,76;35,61;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2020";"Psychiatry and Mental Health (Q3)"
338;19315;"Rivista di Psichiatria";journal;"00356484, 20382502";0,325;Q3;17;38;136;1618;147;130;1,06;42,58;Italy;Western Europe;"Il Pensiero Scientifico Editore s.r.l.";"1975-1982, 1988-2020";"Psychiatry and Mental Health (Q3)"
339;200147135;"Journal of Child and Adolescent Mental Health";journal;"17280591, 17280583";0,319;Q3;15;19;55;804;58;53;0,97;42,32;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005-2020";"Clinical Psychology (Q3); Developmental and Educational Psychology (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3)"
340;18117;"Noropsikiyatri Arsivi";journal;"13000667";0,319;Q3;11;65;228;1798;188;184;0,92;27,66;Turkey;Middle East;"Turkish Neuropsychiatric Society";"1973-1974, 1976-1977, 1994-1995, 2009-2020";"Psychiatry and Mental Health (Q3); Neuroscience (miscellaneous) (Q4)"
341;6400153136;"BioPsychoSocial Medicine";journal;"17510759";0,318;Q3;27;31;88;1326;104;78;1,18;42,77;United Kingdom;Western Europe;"BioMed Central Ltd.";"2007-2020";"Psychiatry and Mental Health (Q3); Psychology (miscellaneous) (Q3); Social Psychology (Q3); Biological Psychiatry (Q4)"
342;16813;"Journal of Rehabilitation";journal;"00224154";0,317;Q3;33;18;70;966;45;67;0,39;53,67;United States;Northern America;"National Rehabilitation Association";"1945-1984, 1991, 1996-2019";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3); Rehabilitation (Q3)"
343;4700152788;"Journal of College Student Psychotherapy";journal;"87568225";0,315;Q3;23;49;83;1843;71;69;0,72;37,61;United States;Northern America;"Routledge";"1987-2020";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
344;21100215102;"Psychodynamic Psychiatry";journal;"21622590, 21622604";0,314;Q3;23;27;82;528;59;73;0,92;19,56;United States;Northern America;"Guilford Press";"2012-2020";"Clinical Psychology (Q3); Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)"
345;19700177310;"Cardiovascular Psychiatry and Neurology";journal;"20900171, 20900163";0,313;Q3;23;0;4;0;11;4;3,00;0,00;Egypt;Africa/Middle East;"Hindawi Limited";"2010-2017";"Cardiology and Cardiovascular Medicine (Q3); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Neurology (Q4)"
346;18728;"Psychiatry, Psychology and Law";journal;"19341687, 13218719";0,313;Q3;29;61;204;3097;163;179;0,82;50,77;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1994-2020";"Law (Q2); Pathology and Forensic Medicine (Q3); Psychiatry and Mental Health (Q3); Psychology (miscellaneous) (Q3)"
347;29473;"American Journal of Psychoanalysis";journal;"00029548, 15736741";0,311;Q3;17;53;86;1245;45;84;0,60;23,49;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"1942-2020";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
348;18123;"Occupational Therapy in Mental Health";journal;"0164212X, 15413101";0,308;Q3;19;24;72;1054;67;70;0,72;43,92;United States;Northern America;"Routledge";"1980, 1982-1993, 1995-2020";"Applied Psychology (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
349;19600157748;"Ansiedad y Estres";journal;"11347937";0,307;Q3;11;22;60;974;62;60;1,02;44,27;Spain;Western Europe;"Sociedad Espanola para el Estudio de la Ansiedad y el Estres";"2009-2020";"Applied Psychology (Q3); Psychiatry and Mental Health (Q3); Social Psychology (Q3)"
350;19700175275;"Mental Health and Social Inclusion";journal;"20428308, 20428316";0,305;Q3;11;37;103;423;82;100;0,88;11,43;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2010-2020";"Health (social science) (Q3); Psychiatric Mental Health (Q3); Psychiatry and Mental Health (Q3)"
351;21100202721;"Journal of Public Mental Health";journal;"20428731, 17465729";0,304;Q3;20;48;83;1567;60;70;0,90;32,65;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2000, 2003-2020";"Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
352;21100330721;"Person-Centered and Experiential Psychotherapies";journal;"17529182, 14779757";0,298;Q3;15;33;69;897;37;61;0,74;27,18;United States;Northern America;"Routledge";"2002-2020";"Clinical Psychology (Q3); Developmental and Educational Psychology (Q3); Psychiatry and Mental Health (Q3)"
353;21100208070;"Mental Illness";journal;"20367457, 20367465";0,296;Q3;10;11;51;239;51;41;1,52;21,73;Italy;Western Europe;"PagePress Publications";"2009-2019";"Psychiatry and Mental Health (Q3)"
354;19274;"Revista de Psiquiatria Clinica";journal;"1806938X, 01016083";0,296;Q3;24;39;109;976;71;81;0,67;25,03;Brazil;Latin America;"Lemos Editorial e Graficos Ltda";"2000-2020";"Psychiatry and Mental Health (Q3)"
355;18000156703;"Counselling and Psychotherapy Research";journal;"14733145, 17461405";0,293;Q3;30;75;100;3538;100;95;1,07;47,17;United States;Northern America;"Wiley-Blackwell";"2001-2020";"Applied Psychology (Q3); Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
356;14892;"International Journal of Mental Health";journal;"00207411, 15579328";0,293;Q3;19;30;76;1088;55;67;0,74;36,27;United States;Northern America;"Taylor and Francis Ltd.";"1974-1991, 1993, 1995-2020";"Health Policy (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
357;24027;"American Journal of Dance Therapy";journal;"15733262, 01463721";0,285;Q3;17;21;75;661;30;59;0,47;31,48;United States;Northern America;"Springer New York";"1977-1987, 1989-2020";"Psychiatry and Mental Health (Q3)"
358;15682;"Giornale Italiano di Psicopatologia";journal;"15921107";0,285;Q3;12;32;92;1106;77;84;1,06;34,56;Italy;Western Europe;"Pacini Editore s.r.l.";"2001-2020";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
359;93879;"Journal of Child and Adolescent Psychiatric Nursing";journal;"10736077, 17446171";0,285;Q3;34;29;74;963;59;62;0,89;33,21;United States;Northern America;"Wiley-Blackwell";"1988-2020";"Medicine (miscellaneous) (Q3); Pediatrics (Q3); Psychiatric Mental Health (Q3); Psychiatry and Mental Health (Q3)"
360;19942;"Verhaltenstherapie";journal;"14230402, 10166262";0,285;Q3;22;56;88;2408;58;65;0,84;43,00;Switzerland;Western Europe;"S. Karger AG";"1991-2020";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
361;12671;"Mental Health, Religion and Culture";journal;"14699737, 13674676";0,284;Q3;40;78;255;3667;167;238;0,53;47,01;United Kingdom;Western Europe;"Routledge";"2000-2020";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
362;35694;"Revista Colombiana de Psiquiatria";journal;"00347450";0,280;Q3;7;52;169;1964;107;131;0,71;37,77;Spain;Western Europe;"Elsevier Doyma";"1974-1978, 2013-2020";"Psychiatry and Mental Health (Q3)"
363;17998;"Neuropsychiatrie";journal;"09486259, 21941327";0,279;Q3;16;35;88;839;58;73;0,66;23,97;Austria;Western Europe;"Springer-Verlag Wien";"1995-2020";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
364;21100409533;"International Journal of Mental Health Promotion";journal;"14623730, 20498543";0,277;Q3;7;0;41;0;51;40;1,24;0,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2017";"Health Policy (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q3)"
365;21100203112;"Philosophy, Psychiatry and Psychology";journal;"10863303, 10716076";0,273;Q3;12;47;145;1459;86;77;0,79;31,04;United States;Northern America;"Johns Hopkins University Press";"2011-2019";"Philosophy (Q2); Ecology (Q3); Psychiatry and Mental Health (Q3)"
366;18057;"Neurosciences";journal;"13196138";0,272;Q3;18;56;191;1095;130;150;0,62;19,55;Saudi Arabia;Middle East;"Saudi Arabian Armed Forces Hospital";"2002-2020";"Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3)"
367;5800207419;"Tizard Learning Disability Review";journal;"13595474";0,271;Q3;16;35;96;738;45;94;0,40;21,09;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1996-2020";"Clinical Psychology (Q3); Psychiatric Mental Health (Q3); Psychiatry and Mental Health (Q3); Social Psychology (Q3); Developmental and Educational Psychology (Q4)"
368;17492;"Neuroendocrinology Letters";journal;"0172780X";0,270;Q3;62;39;285;708;235;279;0,82;18,15;Sweden;Western Europe;"Maghira and Maas Publications";"1979-1982, 1984-1995, 1997-2019";"Endocrinology, Diabetes and Metabolism (Q3); Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Endocrine and Autonomic Systems (Q4); Endocrinology (Q4); Neurology (Q4)"
369;5300152704;"Journal of Forensic Nursing";journal;"15563693";0,268;Q3;20;41;120;1252;87;94;0,75;30,54;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"2005-2020";"Law (Q2); Medicine (miscellaneous) (Q3); Nursing (miscellaneous) (Q3); Pathology and Forensic Medicine (Q3); Psychiatric Mental Health (Q3); Psychiatry and Mental Health (Q3); Issues, Ethics and Legal Aspects (Q4)"
370;75220;"Therapeutic Communities";journal;"09641866";0,266;Q3;16;14;68;533;43;59;0,64;38,07;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1992-2019";"Clinical Psychology (Q3); Health Professions (miscellaneous) (Q3); Psychiatric Mental Health (Q3); Psychiatry and Mental Health (Q3)"
371;29521;"Annales Medico-Psychologiques";journal;"00034487";0,262;Q3;20;189;478;6189;169;438;0,41;32,75;France;Western Europe;"Elsevier Masson";"1946-1947, 1949-2020";"Arts and Humanities (miscellaneous) (Q2); Psychiatry and Mental Health (Q3); Applied Psychology (Q4)"
372;14368;"British Journal of Psychotherapy";journal;"17520118, 02659883";0,262;Q3;16;51;133;1310;35;102;0,31;25,69;United States;Northern America;"Wiley-Blackwell";"1984-2020";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
373;21100936011;"Current Psychiatry Research and Reviews";journal;"26660822, 26660830";0,260;Q3;24;32;103;2253;57;92;0,43;70,41;Netherlands;Western Europe;"Bentham Science Publishers B.V.";"2019";"Psychiatry and Mental Health (Q3)"
374;12100154832;"Key Issues in Mental Health";book series;"16624882, 16624874";0,259;Q3;5;0;17;0;8;15;0,00;0,00;Switzerland;Western Europe;"S. Karger AG";"2008-2010, 2013, 2015-2016";"Psychiatry and Mental Health (Q3)"
375;20100195008;"Research in Psychotherapy: Psychopathology, Process and Outcome";journal;"22398031";0,259;Q3;11;46;61;2322;51;59;0,67;50,48;Italy;Western Europe;"Society for Psychotherapy Research (SPR - Italia)";"2011-2019";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
376;21100788963;"International Journal of High Risk Behaviors and Addiction";journal;"2251872X, 22518711";0,252;Q3;10;23;157;740;104;147;0,51;32,17;Netherlands;Western Europe;"Kowsar Medical Publishing Company";"2015-2019";"Clinical Psychology (Q3); Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)"
377;21100874322;"Psychiatry and Clinical Psychopharmacology";journal;"24750573, 24750581";0,252;Q3;15;135;231;5316;153;200;0,71;39,38;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2019";"Pharmacology (medical) (Q3); Psychiatry and Mental Health (Q3)"
378;21100247024;"Advances in Dual Diagnosis";journal;"17570972, 20428324";0,250;Q3;10;20;47;893;32;41;0,67;44,65;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Psychiatric Mental Health (Q3); Psychiatry and Mental Health (Q3)"
379;21100832948;"Canadian Journal of Addiction";journal;"23684720";0,248;Q3;5;32;64;871;25;49;0,52;27,22;Canada;Northern America;"Canadian Society of Addiction Medicine";"2014-2019";"Psychiatry and Mental Health (Q3)"
380;4700152905;"Journal of LGBT Issues in Counseling";journal;"15538338, 15538605";0,245;Q3;22;19;69;787;46;54;0,85;41,42;United States;Northern America;"Routledge";"2006-2019";"Clinical Psychology (Q3); Gender Studies (Q3); Psychiatry and Mental Health (Q3); Applied Psychology (Q4)"
381;16090;"History of Psychiatry";journal;"0957154X, 17402360";0,244;Q3;24;36;91;2089;38;86;0,43;58,03;United Kingdom;Western Europe;"SAGE Publications Ltd";"1990-2020";"Psychiatry and Mental Health (Q3)"
382;17438;"Der Nervenarzt";journal;"14330407, 00282804";0,242;Q3;42;199;584;5124;376;451;0,90;25,75;Germany;Western Europe;"Springer Verlag";"1947-2020";"Medicine (miscellaneous) (Q3); Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3); Neurology (Q4)"
383;16221;"Irish Journal of Psychological Medicine";journal;"07909667";0,240;Q3;18;65;153;2011;90;108;0,91;30,94;United Kingdom;Western Europe;"Cambridge University Press";"1968, 1989-2020";"History and Philosophy of Science (Q2); Psychiatry and Mental Health (Q3); Applied Psychology (Q4)"
384;19600166011;"Neuropsychiatry";journal;"17582008, 17582016";0,236;Q3;18;0;60;0;35;56;0,00;0,00;United Kingdom;Western Europe;"University of Virginia";"2011-2014, 2016";"Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3)"
385;21100202714;"Drugs and Alcohol Today";journal;"17459265";0,233;Q3;14;35;89;1091;55;80;0,58;31,17;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001-2020";"Clinical Psychology (Q3); Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3)"
386;145604;"Journal of Groups in Addiction and Recovery";journal;"1556035X, 15560368";0,232;Q3;15;0;42;0;23;34;0,88;0,00;United States;Northern America;"Routledge";"2006-2014, 2017";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
387;19985;"Zeitschrift fur Kinder- und Jugendpsychiatrie und Psychotherapie";journal;"16642880, 14224917";0,232;Q3;24;67;201;1664;102;179;0,61;24,84;Switzerland;Western Europe;"Hogrefe Publishing";"1996-2020";"Clinical Psychology (Q3); Medicine (miscellaneous) (Q3); Pediatrics, Perinatology and Child Health (Q3); Psychiatry and Mental Health (Q3)"
388;21954;"Sucht";journal;"09395911";0,231;Q3;26;47;129;1294;70;84;0,56;27,53;Germany;Western Europe;"Hogrefe Publishing";"1991-2020";"Medicine (miscellaneous) (Q3); Psychiatry and Mental Health (Q3); Public Health, Environmental and Occupational Health (Q4)"
389;17970;"Neurology Psychiatry and Brain Research";journal;"09419500, 22128581";0,230;Q3;15;52;90;2353;52;82;0,63;45,25;Germany;Western Europe;"Elsevier GmbH";"1992-2009, 2011-2020";"Psychiatry and Mental Health (Q3); Neurology (clinical) (Q4); Neuroscience (miscellaneous) (Q4)"
390;16240;"Jornal Brasileiro de Psiquiatria";journal;"19820208, 00472085";0,228;Q3;21;34;121;1128;58;111;0,45;33,18;Brazil;Latin America;"Editora Cientifica Nacional Ltda";"1964-1977, 1982-2019";"Psychiatry and Mental Health (Q3)"
391;19900191617;"International Journal of Culture and Mental Health";journal;"17542863, 17542871";0,227;Q3;11;2;161;70;105;127;0,80;35,00;United Kingdom;Western Europe;"Routledge";"2010-2019";"Cultural Studies (Q1); Psychiatry and Mental Health (Q3); Social Psychology (Q4)"
392;4000148906;"NPG Neurologie - Psychiatrie - Geriatrie";journal;"16274830";0,227;Q3;8;60;175;1289;43;155;0,32;21,48;France;Western Europe;"Elsevier Masson";"2004-2020";"Psychiatry and Mental Health (Q3); Geriatrics and Gerontology (Q4); Neurology (clinical) (Q4)"
393;19400158242;"Rivista Di Psicoanalisi";journal;"19744722, 00356492";0,227;Q3;4;69;140;1340;13;92;0,13;19,42;Italy;Western Europe;"Societa Psicoanalitica Italiana";"1960, 2010-2019";"Clinical Psychology (Q3); Psychiatry and Mental Health (Q3)"
